ID;pH;EC;Na;K;MO;Kdisp;Silt;ECEC;BD;CEC;Ca;Mg;Sand;Clay;SQIw;SAVI;EVI;NDWI;NDVI;NDMI;NDII;GCI;clase;X;Y;dpto;prov;dist;Culitvo priorizado;Textura;TS;GM;ZV;CL;EG;MP;SSST;ECP;EMP;EPP;ESP;CM;CK;MK;CMK;DC;FC;NDC;GR;SK;SA;Pmon;Pan;Tmin;Tmax;Tavg;Slope;Hillshade;Orientition;Elevation;TPI;TRI;TWI;Precipitation;Temperature
1011;8.4;9.13;1.1;0.4;0.9;6;15.3;16.3;1.58;17.9;10.8;2.5;73.7;11;0.04;0.33;0.44;-0.32;0.4;0.24;0.11;0.93;Muy bajo;601533;9425581;Piura;Morropon;La Matanza;Banano;Sandy loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;66.26;15.34;2.45;6.75;4.32;27;6.25;33.25;60.55;555.88;-495.33;1.16345545;NA;NA;14.42;173;18.17;29.98;24.08;5.85;189;236.42;100;0.449;1.356;7.448;214.51;24.8
1012;8.4;11.83;1.3;0.3;1.2;15.6;45.4;20.6;1.47;18.3;13.7;3.8;31.6;23;0.32;0.16;0.2;-0.27;0.19;0.27;0.16;0.88;Muy bajo;604047;9426790;Piura;Morropon;La Matanza;Limon;Loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;66.5;18.45;1.46;6.31;3.61;45.67;12.67;58.33;66.16;721.74;-655.58;1.02430652;NA;NA;15.08;181;18.28;29.77;24.04;1.62;180;180;101;0.245;1.559;8.747;225.72;24.9
1013;8.1;4.07;1.2;1.7;2.3;562.4;37.6;25;1.46;17.9;15.7;4.9;33.5;28.9;0.37;0.26;0.33;-0.31;0.32;0.24;0.11;0.92;Muy bajo;601460;9425697;Piura;Morropon;La Matanza;Limon;Clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;62.8;19.6;6.8;4.8;3.2;9.24;2.88;12.12;130.53;842.66;-712.13;0;NA;NA;14.42;173;18.17;29.98;24.08;3.25;186;270;99;-0.204;1.565;8.034;214.46;24.8
1014;8.3;3.61;1.6;0.4;2.3;137.2;45.2;23.5;1.47;18.4;15.9;4.6;31.8;23;0.37;0.14;0.18;-0.27;0.18;0.21;0.13;0.83;Muy bajo;604169;9426768;Piura;Morropon;La Matanza;Banano;Loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;67.66;19.57;1.7;6.81;3.46;39.75;11.5;51.25;81.72;842.98;-761.26;1.60890254;NA;NA;15.08;181;18.28;29.77;24.04;3.25;186;270;103;0.816;1.155;8.062;226.05;24.9
1015;8.1;20.49;1.1;1.9;1.5;618.8;35.4;30.7;1.45;18.8;20.7;6;31.8;32.8;0.46;0.2;0.24;-0.35;0.24;0.28;0.16;0.9;Muy bajo;600819;9426164;Piura;Morropon;La Matanza;Banano;Clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;67.43;19.54;6.19;3.58;3.45;10.89;3.16;14.05;143.9;1097.38;-953.48;0;NA;NA;14.5;174;18.21;29.97;24.08;5.12;183;341.49;101;0.98;1.879;7.587;212.95;24.79
1016;8.2;33.22;2.1;0.4;1;117.6;51.4;35.6;1.41;16.5;25.6;6.5;13.9;34.7;0.46;0.47;0.67;-0.2;0.56;0.34;0.23;1.07;Muy bajo;605861;9425874;Piura;Morropon;La Matanza;Banano;Silty clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;71.91;18.26;1.12;5.9;3.94;64;16.25;80.25;107.15;1331.68;-1224.53;1.16836167;NA;NA;15.08;181;18.29;29.84;24.07;5.14;172;71.64;103;-0.122;1.547;7.614;230.86;24.9
1017;8.1;13.29;1.3;0.9;2.2;291.6;33.8;26.5;1.48;18.9;18;5.3;41.8;24.4;0.42;0.32;0.42;-0.31;0.39;0.25;0.13;0.89;Bajo;602219;9425243;Piura;Morropon;La Matanza;Banano;Loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;67.92;20;3.4;4.91;3.4;20;5.89;25.89;100.01;956.34;-856.33;0;NA;NA;14.42;173;18.2;29.93;24.06;3.62;183;333.34;99;-0.939;1.695;7.932;216.37;24.8
1018;8.2;5.37;1.1;0.6;1.9;237.6;35.7;14.2;1.51;16.7;8.9;2.6;45.8;18.5;0.21;0.34;0.46;-0.26;0.42;0.26;0.14;0.85;Muy bajo;605296;9423331;Piura;Morropon;La Matanza;Banano;Loam;Ferralsols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;62.68;18.31;4.23;7.75;3.42;14.83;4.33;19.17;67.82;473.28;-405.46;1.5163732;NA;NA;14.67;176;18.27;29.89;24.07;2.29;180;180;103;-2.327;1.3;11.574;224.93;24.85
1019;8.3;11.13;1.5;0.7;1.2;229.6;63.8;35.6;1.48;17.9;25.3;6.6;25.8;10.4;0.23;0.48;0.67;-0.27;0.56;0.33;0.2;1.06;Bajo;601501;9425809;Piura;Morropon;La Matanza;Banano;Silty loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;71.07;18.54;1.97;4.21;3.83;36.14;9.43;45.57;105.52;1320.1;-1214.58;0;NA;NA;14.42;173;18.17;29.98;24.08;3.62;177;153.34;101;1.102;1.432;7.932;215.22;24.81
1020;8.4;20.34;1.5;0.7;0.8;243.2;40.7;43.7;1.47;15.7;34.4;6.1;33.5;25.8;0.46;0.31;0.43;-0.26;0.37;0.27;0.17;1.01;Bajo;606047;9422502;Piura;Morropon;La Matanza;Banano;Loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;78.72;13.96;1.6;3.43;5.64;49.14;8.71;57.86;113.77;1716.1;-1602.33;0;NA;NA;14.92;179;18.27;29.91;24.08;3.24;180;180;105;-0.531;0.785;8.099;226.51;24.88
1021;8.2;45.16;1.4;0.8;1.9;274;43.2;32.6;1.44;17;22.7;6.2;24.9;31.9;0.46;0.35;0.49;-0.24;0.44;0.38;0.24;1.34;Bajo;604317;9426070;Piura;Morropon;La Matanza;Banano;Clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;69.63;19.02;2.45;4.29;3.66;28.38;7.75;36.13;104.24;1192.22;-1087.98;0;NA;NA;14.75;177;18.26;29.82;24.04;3.25;174;90;100;-2.184;1.548;8.062;225.94;24.9
1022;8;6.78;1.1;0.4;2.3;135.6;3.3;10.1;1.62;17.9;5.3;1.8;90.8;5.9;0;0.16;0.2;-0.28;0.18;0.12;0.02;0.65;Muy bajo;601041;9425839;Piura;Morropon;La Matanza;Banano;Sandy;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;52.48;17.82;3.96;10.89;2.94;13.25;4.5;17.75;53.86;289.48;-235.62;2.48379306;NA;NA;14.42;173;18.17;29.98;24.08;5.14;172;108.36;102;2.51;1.667;7.579;213.17;24.79
1023;8.5;7.67;1;0.4;1.5;132.8;11.3;11.6;1.6;23.6;6.4;2.3;80.7;8;0;0.16;0.19;-0.36;0.19;0.23;0.1;0.94;Muy bajo;600422;9426858;Piura;Morropon;La Matanza;Banano;Loamy sand;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;55.17;19.83;3.45;8.62;2.78;16;5.75;21.75;53.31;352.3;-298.99;1.73115463;NA;NA;14.67;176;18.14;30.01;24.07;8.09;180;180;104;1.98;2.535;7.149;212.15;24.81
1024;8.3;9.27;2.1;0.5;1.3;144.8;47.6;29.3;1.44;16.3;19.9;5.8;22.4;30;0.46;0.33;0.43;-0.26;0.39;0.36;0.25;1.3;Bajo;606559;9422405;Piura;Morropon;La Matanza;Banano;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;67.92;19.8;1.71;7.17;3.43;39.8;11.6;51.4;104.76;1056.38;-951.62;2.35937265;NA;NA;15.17;182;18.27;29.91;24.09;3.62;183;206.66;105;-0.755;2.335;7.988;227.86;24.89
1025;7.9;9.48;1.3;1;0.9;370.4;47.6;24.1;1.45;17.9;14.9;5.4;24.3;28.1;0.38;0.35;0.47;-0.31;0.43;0.23;0.11;0.81;Muy bajo;601413;9425786;Piura;Morropon;La Matanza;Banano;Clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;61.83;22.41;4.15;5.39;2.76;14.9;5.4;20.3;101.58;819.64;-718.06;0.35110735;NA;NA;14.42;173;18.17;29.98;24.08;5.84;174;146.2;100;0.143;1.414;7.453;214.64;24.81
1026;8.1;9.93;1.2;0.3;2.1;110;49.5;24.3;1.45;15.9;17.2;4.6;24.3;26.2;0.4;0.48;0.68;-0.23;0.56;0.43;0.31;1.43;Muy bajo;606573;9425949;Piura;Morropon;La Matanza;Banano;Loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;70.78;18.93;1.23;4.94;3.74;57.33;15.33;72.67;68.52;900.66;-832.14;0;NA;NA;15.58;187;18.33;29.84;24.08;2.29;183;225.12;104;-1.51;1.774;8.443;233.35;24.9
1027;8.1;16.49;1.7;0.6;2.2;193.2;49.3;26.15;1.45;15.7;17.7;5.4;24.4;26.3;0.41;0.24;0.3;-0.32;0.3;0.17;0.09;0.79;Bajo;603507;9427215;Piura;Morropon;La Matanza;Banano;Loam;Acrisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;67.69;20.65;2.29;6.5;3.28;29.5;9;38.5;96.38;945.96;-849.58;1.46254963;NA;NA;15.17;182;18.3;29.81;24.06;1.63;177;90;101;1.286;1.262;8.732;224.64;24.9
1028;8.2;9.56;1.8;0.3;2;108.4;57.3;26.3;1.45;16.8;17.7;5;22.5;20.2;0.41;0.28;0.37;-0.29;0.35;0.34;0.22;1.19;Muy bajo;607043;9422672;Piura;Morropon;La Matanza;Banano;Silty loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;67.3;19.01;1.14;6.84;3.54;59;16.67;75.67;84.7;935.04;-850.34;1.81608788;NA;NA;15.17;182;18.27;29.91;24.09;3.63;186;296.47;108;0.224;1.074;8.004;229.75;24.9
1029;8.3;9.91;1.5;1;2.3;295.2;43.2;47.5;1.45;16.3;36.2;7.3;28.5;28.3;0.46;0.46;0.64;-0.25;0.53;0.42;0.29;1.47;Bajo;606072;9422704;Piura;Morropon;La Matanza;Banano;Clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;76.21;15.37;2.11;3.16;4.96;36.2;7.3;43.5;131.11;1829.8;-1698.69;0;NA;NA;14.92;179;18.27;29.91;24.08;1.63;177;90;107;-1.224;2.131;8.813;227.52;24.89
1030;7.7;11.84;1.4;0.8;2;236.8;41.3;23.6;1.46;16.1;14.8;5.1;32.5;26.2;0.43;0.22;0.28;-0.3;0.27;0.22;0.13;0.77;Bajo;603504;9427436;Piura;Morropon;La Matanza;Banano;Loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;62.71;21.61;3.39;5.93;2.9;18.5;6.38;24.88;94.47;807.02;-712.55;0.82820954;NA;NA;15.17;182;18.3;29.81;24.06;3.62;177;153.34;99;-0.224;1.359;7.925;224.85;24.9
1031;7.7;6.82;1.2;0.6;1.3;194;46.8;23.7;1.44;17.6;15.7;5.2;23;30.2;0.45;0.34;0.46;-0.3;0.41;0.2;0.12;0.79;Bajo;605322;9426324;Piura;Morropon;La Matanza;Banano;Clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;66.24;21.94;2.53;5.06;3.02;26.17;8.67;34.83;81.54;849.66;-768.12;0.05279713;NA;NA;15.42;185;18.31;29.81;24.06;3.24;180;251.64;104;0.551;1.539;8.078;229.97;24.9
1032;8.2;7.97;1.3;0.3;1;79.2;35.4;20.5;1.5;15.9;13.2;4.2;44.4;20.2;0.31;0.48;0.69;-0.24;0.55;0.35;0.22;1.19;Muy bajo;601612;9426657;Piura;Morropon;La Matanza;Banano;Loam;Fluvisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;64.39;20.49;1.46;6.34;3.14;44;14;58;66.34;710.04;-643.7;1.06549867;NA;NA;14.5;174;18.23;29.9;24.06;3.25;186;270;99;0.633;1.305;8.026;216.81;24.86
1033;7.8;8.7;1.2;0.5;1.3;133.6;31.4;24.5;1.49;16.8;16.3;5;42.4;26.2;0.43;0.38;0.55;-0.24;0.46;0.33;0.21;1.15;Muy bajo;606176;9423408;Piura;Morropon;La Matanza;Banano;Loam;Fluvisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;66.53;20.41;2.04;4.9;3.26;32.6;10;42.6;77.3;871.16;-793.86;0;NA;NA;14.67;176;18.27;29.89;24.07;6.68;177;14.09;108;-0.061;1.634;7.398;229.27;24.9
1034;8.2;12.56;1.5;0.9;1.2;296.4;19.9;21.2;1.55;22.6;13;4.3;64.4;15.7;0.2;0.36;0.48;-0.31;0.44;0.19;0.08;0.81;Muy bajo;600595;9426441;Piura;Morropon;La Matanza;Banano;Sandy loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;61.32;20.28;4.25;7.08;3.02;14.44;4.78;19.22;98.31;704.7;-606.39;1.76499179;NA;NA;14.67;176;18.14;30.01;24.07;7.26;169;116.47;101;0.898;2.887;7.239;212.3;24.79
1035;8.1;23.86;1.3;1.3;0.8;423.6;11.8;22.7;1.58;23.3;14.3;4.3;74.5;13.7;0.19;0.26;0.33;-0.33;0.31;0.16;0.03;0.68;Muy bajo;600456;9426960;Piura;Morropon;La Matanza;Banano;Sandy loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;63;18.94;5.73;5.73;3.33;11;3.31;14.31;112.61;763.24;-650.63;0.67447417;NA;NA;14.67;176;18.14;30.01;24.07;9.71;180;123.58;101;1.408;3.003;6.943;212.17;24.81
1036;8.3;8.21;2.1;0.8;0.8;252.8;37.9;43.7;1.47;16.6;33.5;6.3;34.5;27.6;0.46;0.51;0.74;-0.21;0.58;0.33;0.22;1.12;Bajo;606110;9422541;Piura;Morropon;La Matanza;Banano;Clay loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;76.66;14.42;1.83;4.81;5.32;41.88;7.88;49.75;132.71;1682.18;-1549.47;0;NA;NA;14.92;179;18.27;29.91;24.08;2.29;177;45.12;106;0.633;0.691;8.442;226.87;24.88
1037;8.1;14.46;1.8;0.9;2.2;308.8;30.2;31.9;1.48;17.4;21.8;5.9;43.3;26.5;0.46;0.29;0.39;-0.29;0.36;0.26;0.13;0.87;Bajo;603551;9426806;Piura;Morropon;La Matanza;Banano;Loam;Acrisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;68.34;18.5;2.82;5.64;3.69;24.22;6.56;30.78;117.33;1144.44;-1027.11;0.78093405;NA;NA;15.08;181;18.28;29.77;24.04;5.85;172;56.42;100;-0.02;1.253;7.453;224.2;24.9
1038;8.1;10.87;1.7;1;1.1;348.4;36.2;30.4;1.45;18;20.6;6.1;31.3;32.5;0.46;0.21;0.27;-0.29;0.24;0.18;0.1;0.74;Bajo;603910;9426225;Piura;Morropon;La Matanza;Banano;Clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;67.76;20.07;3.29;5.59;3.38;20.6;6.1;26.7;118.47;1095.76;-977.29;0.67195753;NA;NA;15.08;181;18.28;29.77;24.04;2.29;183;314.88;102;0.796;1.414;8.402;224.86;24.9
1039;8.2;9.04;1.4;1.1;1;324.4;20.2;26.7;1.51;19.1;17;5.7;53.3;26.5;0.4;0.36;0.49;-0.31;0.44;0.22;0.12;0.85;Muy bajo;602776;9424824;Piura;Morropon;La Matanza;Banano;Sandy clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;63.67;21.35;4.12;5.24;2.98;15.45;5.18;20.64;111.19;922.52;-811.33;0.24941141;NA;NA;14.33;172;18.21;29.9;24.04;1.62;180;180;103;1.857;1.309;8.75;217.34;24.8
1040;8.5;10.44;1.5;0.3;1.2;101.6;20.1;24.9;1.55;16;17.2;4.4;63.4;16.5;0.32;0.46;0.64;-0.25;0.54;0.43;0.3;1.52;Muy bajo;605338;9424476;Piura;Morropon;La Matanza;Banano;Sandy loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;69.08;17.67;1.2;6.02;3.91;57.33;14.67;72;75.68;895.8;-820.12;1.01422443;NA;NA;14.75;177;18.27;29.87;24.08;2.29;183;314.88;104;0.061;1.058;8.428;227.77;24.89
1041;7.3;7.95;1.1;0.2;1.5;82.8;14.2;15.3;1.57;17.4;7.8;2.2;71.3;14.5;0.29;0.03;0.05;-0.24;0.04;0.1;0.01;0.59;Muy bajo;613805;9425882;Piura;Morropon;Morropon;Arroz;Sandy loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;50.98;14.38;1.31;7.19;3.55;39;11;50;48.04;412.58;-364.54;1.35386307;NA;NA;18.42;221;18.34;29.95;24.16;5.14;189;251.64;129;0.551;1.263;7.831;250.26;24.9
1042;8.1;9.86;1.5;0.7;1.8;199.2;14;23.1;1.52;24.2;14.8;4.1;59.5;26.5;0.35;0.23;0.33;-0.32;0.28;0.16;0.06;0.71;Muy bajo;611859;9428301;Piura;Morropon;Morropon;Arroz;Sandy clay loam;Lixisols;Piedmont alluvial fan;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Alkaline saline sodic soil;64.07;17.75;3.03;6.49;3.61;21.14;5.86;27;90.77;780.1;-689.33;1.34711147;NA;NA;18.67;224;18.36;29.98;24.18;2.29;177;45.12;123;-0.429;1.666;8.599;250.79;24.9
1043;6.8;14.77;1.4;0.2;1.1;87.6;20.1;18.1;1.52;15.6;11.7;3.8;55.4;24.5;0.54;0.16;0.19;-0.39;0.17;0.29;0.14;0.99;Muy bajo;616750;9429465;Piura;Morropon;Morropon;Arroz;Sandy clay loam;Ferralsols;Hills and rounded knolls on metamorphic rock;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;64.64;20.99;1.1;7.73;3.08;58.5;19;77.5;62.16;631.82;-569.66;1.93306324;NA;NA;19.17;230;18.21;29.71;23.95;3.62;183;206.66;201;0.367;2.855;8.624;269.47;24.64
1044;7;18.29;1.4;0.2;2;60;18.2;17.2;1.53;15.6;10.3;3.3;61.3;20.5;0.51;0.13;0.16;-0.38;0.14;0.12;-0.01;0.75;Muy bajo;616654;9429262;Piura;Morropon;Morropon;Arroz;Sandy clay loam;Ferralsols;Hills and rounded knolls on metamorphic rock;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral sodic soil;59.88;19.19;1.16;8.14;3.12;51.5;16.5;68;59.91;555.32;-495.41;2.13414124;NA;NA;19.17;230;18.21;29.71;23.95;3.63;174;116.47;195;-1.673;3.395;8.603;268.11;24.66
1045;6.8;11.78;1.2;0.2;2.1;79.2;16.1;18.3;1.54;19.1;11;3.9;63.4;20.5;0.53;0.33;0.45;-0.27;0.41;0.26;0.16;0.9;Muy bajo;615187;9422415;Piura;Morropon;Buenos Aires;Arroz;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline sodic soil;60.11;21.31;1.09;6.56;2.82;55;19.5;74.5;56.63;602.66;-546.03;1.13080741;NA;NA;16.92;203;18.4;29.81;24.1;4.86;180;180;122;-0.918;1.759;7.844;244.07;24.9
1046;8.6;8.83;3.3;0.9;2.1;341.2;26.2;47.9;1.5;16;33.6;9.6;49.3;24.5;0.46;0.32;0.43;-0.29;0.38;0.25;0.14;0.91;Bajo;604392;9425064;Piura;Morropon;La Matanza;Limon;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline sodic soil;70.15;20.04;1.88;6.89;3.5;37.33;10.67;48;172.92;1778.04;-1605.12;3.50144757;NA;NA;14.67;176;18.27;29.86;24.04;3.24;180;270;105;2.796;1.603;8.067;224.86;24.9
1047;8.4;9.25;2;0.4;1.2;128.4;28.2;41.6;1.47;18.1;31.8;6.4;39.3;32.5;0.46;0.24;0.33;-0.25;0.29;0.31;0.19;1.05;Muy bajo;604193;9423392;Piura;Morropon;La Matanza;Limon;Clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Alkaline saline soil;76.44;15.38;0.96;4.81;4.97;79.5;16;95.5;110.68;1607.8;-1497.12;0;NA;NA;14.83;178;18.22;29.89;24.04;2.29;183;225.12;103;-0.306;0.885;8.422;220.13;24.8
1048;7;7.49;1.8;0.2;1.6;78.4;32.2;21.3;1.49;0;12.9;5.4;43.3;24.5;0.57;0.27;0.35;-0.31;0.33;0.13;0.06;0.41;Bajo;635788;9412963;Piura;Morropon;San Juan de Bigote;Arroz;Loam;Leptosols;Floodplain;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;60.56;25.35;0.94;8.45;2.39;64.5;27;91.5;76.08;729.74;-653.66;2.824152;NA;NA;20.5;246;18.42;29.79;24.12;1.63;177;90;185;0.184;0.896;9.344;287.16;24.8
1049;7.1;11.13;0.8;0.3;1.7;98;38.2;21.4;1.47;0;13.7;5.6;35.3;26.5;0.67;0.1;0.13;-0.15;0.14;0.11;0.06;0.29;Bajo;635337;9412665;Piura;Morropon;San Juan de Bigote;Arroz;Loam;Leptosols;Floodplain;Tropical thorn bush;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;64.02;26.17;1.4;3.74;2.45;45.67;18.67;64.33;56.72;769.44;-712.72;0;NA;NA;20.25;243;18.44;29.77;24.09;3.63;186;296.47;184;1;1.69;8.53;283.45;24.8
1050;9.2;10.41;3.5;1.5;1.7;484.4;12.2;35.7;1.55;20.1;25.1;4.6;67.3;20.5;0.46;0.2;0.26;-0.29;0.23;0.22;0.13;0.88;Muy bajo;613824;9422394;Piura;Morropon;Buenos Aires;Arroz;Sandy clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Alkaline saline sodic soil;70.31;12.89;4.2;9.8;5.46;16.73;3.07;19.8;187.92;1261.5;-1073.58;6.83102307;NA;NA;16.58;199;18.37;29.81;24.1;4.59;174;134.88;121;1.776;1.515;7.871;242.14;24.9
1051;6.9;9.72;1.4;0.1;1.3;44.8;6.2;10.3;1.59;21;5.8;2;81.3;12.5;0.32;0.19;0.23;-0.36;0.22;0.14;0.01;0.7;Muy bajo;616363;9423043;Piura;Morropon;Buenos Aires;Arroz;Sandy loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;56.31;19.42;0.97;13.59;2.9;58;20;78;48.7;317.62;-268.92;3.63201447;NA;NA;17.17;206;18.4;29.83;24.11;3.24;180;243.53;132;3.531;1.247;11.771;249.78;24.85
1052;6.2;18.98;1.2;0.1;1;39.6;33.1;13;1.53;17;7.8;2.9;51.4;15.5;0.39;0.25;0.36;-0.3;0.31;0.23;0.15;0.83;Muy bajo;616756;9424328;Piura;Morropon;Buenos Aires;Arroz;Loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;60;22.31;0.77;9.23;2.69;78;29;107;47.23;431.56;-384.33;2.16613529;NA;NA;18;216;18.38;29.84;24.11;4.86;180;270;139;1.592;1.947;7.955;254.09;24.87
1053;8;3.53;1.7;0.7;0.8;199.2;37.6;21.1;1.47;19.2;13.3;4.4;35;27.4;0.32;0.27;0.36;-0.28;0.33;0.19;0.09;0.72;Muy bajo;632279;9403236;Piura;Morropon;Salitral;Limon;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;63.03;20.85;3.32;8.06;3.02;19;6.29;25.29;94.78;721.06;-626.28;2.45072908;NA;NA;17.92;215;18.31;29.49;23.92;3.62;183;333.33;185;0.837;1.973;8.539;245.72;24.69
1054;7.8;5.64;0.8;0.3;1.7;102;27.7;23;1.47;0;16;4.9;41.1;31.2;0.54;0.36;0.51;-0.26;0.45;0.35;0.21;1.09;Bajo;632939;9403936;Piura;Morropon;Salitral;Mango;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;69.57;21.3;1.3;3.48;3.27;53.33;16.33;69.67;57.83;854.04;-796.21;0;NA;NA;18;216;18.33;29.54;23.94;1.62;180;251.64;181;0.122;0.94;9.327;258.31;24.62
1055;8;8.23;1.1;0.2;2.2;129.6;29.7;17.3;1.45;0;11.8;3.2;35.1;35.2;0.28;0.41;0.56;-0.27;0.51;0.29;0.16;0.96;Muy bajo;632764;9404235;Piura;Morropon;Salitral;Mango;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;68.21;18.5;1.16;6.36;3.69;59;16;75;53.74;619.58;-565.84;0.87945405;NA;NA;18;216;18.33;29.54;23.94;4.59;174;134.87;181;2.102;1.344;8.274;256.77;24.67
1056;8.1;6.55;0.9;0.5;1.6;174.8;25.6;24.3;1.52;20;18.2;3.2;55;19.4;0.46;0.37;0.49;-0.28;0.46;0.29;0.16;0.94;Bajo;631442;9405429;Piura;Morropon;Salitral;Limon;Sandy loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;74.9;13.17;2.06;3.7;5.69;36.4;6.4;42.8;68.64;907.52;-838.88;0;NA;NA;18.33;220;18.34;29.57;23.96;1.62;180;180;175;-0.367;1.044;9.297;246.58;24.79
